updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2026-02-06T18:03:36+0000	94.0	java:S2142	Software_1	15min	BUG	COMPLETE		OPEN		MAIN	db69c5bd-8db0-4287-84f8-794b232ce83d	MAJOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here."	2026-02-06T18:03:36+0000	false	"cwe / error-handling / multi-threading / "		Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java	false	{startLine=94.0, endLine=94.0, startOffset=17.0, endOffset=70.0}	15min	30ebd40cf8650392000682afb8ffe895	OPEN
2026-02-06T18:03:36+0000	147.0	java:S2259	Software_1	10min	BUG	LOGICAL		OPEN	"{locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=147.0, endLine=147.0, startOffset=16.0, endOffset=35.0}, msg='newEntry' is dereferenced., msgFormattings=[]}, {component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=144.0, endLine=144.0, startOffset=12.0, endOffset=63.0}, msg=Implies 'newEntry' can be null., msgFormattings=[]}, {component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=144.0, endLine=144.0, startOffset=41.0, endOffset=62.0}, msg='buildEntry()' can return null., msgFormattings=[]}]} / "	MAIN	7b758b03-b955-4677-8cae-f36c38e77a21	MAJOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	"A ""NullPointerException"" could be thrown; ""newEntry"" is nullable here."	2026-02-06T18:03:36+0000	false	"cwe / symbolic-execution / cert / "		Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java	false	{startLine=147.0, endLine=147.0, startOffset=16.0, endOffset=35.0}	10min	568f865df7b2f31598f7ed8d6f8dec4f	OPEN
2026-02-06T18:03:36+0000	163.0	java:S3776	Software_1	8min	CODE_SMELL	FOCUSED		OPEN	"{locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=166.0, endLine=166.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=177.0, endLine=177.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=179.0, endLine=179.0, startOffset=10.0, endOffset=14.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=185.0, endLine=185.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=191.0, endLine=191.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=194.0, endLine=194.0, startOffset=15.0, endOffset=17.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=194.0, endLine=194.0, startOffset=35.0, endOffset=37.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=197.0, endLine=197.0, startOffset=10.0, endOffset=14.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=202.0, endLine=202.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=204.0, endLine=204.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=204.0, endLine=204.0, startOffset=32.0, endOffset=34.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=206.0, endLine=206.0, startOffset=19.0, endOffset=21.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=212.0, endLine=212.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=212.0, endLine=212.0, startOffset=52.0, endOffset=54.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=217.0, endLine=217.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java, textRange={startLine=219.0, endLine=219.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / "	MAIN	0ec33d3c-f9de-40ff-abe1-e3248e1941ce	CRITICAL			false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.	2026-02-06T18:03:36+0000	false	"brain-overload / "		Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java	false	{startLine=163.0, endLine=163.0, startOffset=30.0, endOffset=40.0}	8min	c12392f11ef119e92e31cf395b560cdf	OPEN
2026-02-06T18:03:36+0000	188.0	java:S1135	Software_1	0min	CODE_SMELL	COMPLETE		OPEN		MAIN	25adf063-ce8d-4557-b0b4-e4ed6ec2fbac	INFO			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	Complete the task associated to this TODO comment.	2026-02-06T18:03:36+0000	false	"cwe / "		Software_1:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java	false	{startLine=188.0, endLine=188.0, startOffset=0.0, endOffset=58.0}	0min	5cb56dc90cea27323d600703eda8e627	OPEN
2026-02-06T18:03:36+0000	62.0	java:S1130	Software_1	5min	CODE_SMELL	CLEAR		OPEN		MAIN	ea029738-aa46-40f9-a10f-c432f706060e	MINOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Remove the declaration of thrown exception 'org.apache.roller.RollerException', as it cannot be thrown from constructor's body.	2026-02-06T18:03:36+0000	true	"error-handling / unused / redundant / clumsy / "		Software_1:app/src/main/java/org/apache/roller/planet/business/jpa/JPAPlanetImpl.java	false	{startLine=62.0, endLine=62.0, startOffset=50.0, endOffset=65.0}	5min	ccfe67c4409ae575fa676564bc00dc25	OPEN
2026-02-06T18:03:36+0000	130.0	java:S112	Software_1	20min	CODE_SMELL	COMPLETE		OPEN		MAIN	0f4b47e1-2a97-40be-af2a-929422566519	MAJOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Replace generic exceptions with specific library exceptions or a custom exception.	2026-02-06T18:03:36+0000	false	"cwe / error-handling / cert / "		Software_1:app/src/main/java/org/apache/roller/planet/business/jpa/JPAPlanetManagerImpl.java	false	{startLine=130.0, endLine=130.0, startOffset=22.0, endOffset=38.0}	20min	0285e6eea6d36962c14bbd7979f5d86a	OPEN
2026-02-06T18:03:36+0000	195.0	java:S1186	Software_1	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	62a91aed-48df-49db-bc68-94f334e4e5a4	CRITICAL			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.	2026-02-06T18:03:36+0000	true	"suspicious / "		Software_1:app/src/main/java/org/apache/roller/planet/business/jpa/JPAPlanetManagerImpl.java	false	{startLine=195.0, endLine=195.0, startOffset=16.0, endOffset=23.0}	5min	41b8b73906b263b02861abb4eee712f2	OPEN
2026-02-06T18:03:36+0000	180.0	java:S3776	Software_1	11min	CODE_SMELL	FOCUSED		OPEN	"{locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=183.0, endLine=183.0, startOffset=2.0, endOffset=5.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=187.0, endLine=187.0, startOffset=5.0, endOffset=10.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=194.0, endLine=194.0, startOffset=5.0, endOffset=10.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=211.0, endLine=211.0, startOffset=5.0, endOffset=10.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=197.0, endLine=197.0, startOffset=4.0, endOffset=6.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=200.0, endLine=200.0, startOffset=4.0, endOffset=6.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=204.0, endLine=204.0, startOffset=4.0, endOffset=6.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=206.0, endLine=206.0, startOffset=6.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=212.0, endLine=212.0, startOffset=4.0, endOffset=6.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=214.0, endLine=214.0, startOffset=6.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / "	MAIN	a97d27ce-3384-4aae-aa81-be415e6f6d8b	CRITICAL			false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.	2026-02-06T18:03:36+0000	false	"brain-overload / "		Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java	false	{startLine=180.0, endLine=180.0, startOffset=17.0, endOffset=36.0}	11min	ba41eaa908bc72bd9eb342967d9220b5	OPEN
2026-02-06T18:03:36+0000	205.0	java:S1192	Software_1	10min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=205.0, endLine=205.0, startOffset=15.0, endOffset=47.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=207.0, endLine=207.0, startOffset=14.0, endOffset=46.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=213.0, endLine=213.0, startOffset=14.0, endOffset=46.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java, textRange={startLine=215.0, endLine=215.0, startOffset=14.0, endOffset=46.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	acc0882c-447a-4f0f-b72b-072b4315358c	CRITICAL			false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""Error updating subscription - "" 4 times."	2026-02-06T18:03:36+0000	false	"design / "		Software_1:app/src/main/java/org/apache/roller/planet/business/updater/SingleThreadedFeedUpdater.java	false	{startLine=205.0, endLine=205.0, startOffset=15.0, endOffset=47.0}	10min	ddca5321f382dd29b823cb883ae966e9	OPEN
2026-02-06T18:03:36+0000	40.0	java:S115	Software_1	2min	CODE_SMELL	IDENTIFIABLE		OPEN		MAIN	b37ef738-89d2-4458-9582-22fd20fa52b9	CRITICAL			false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.	2026-02-06T18:03:36+0000	false	"convention / "		Software_1:app/src/main/java/org/apache/roller/planet/config/PlanetRuntimeConfig.java	false	{startLine=40.0, endLine=40.0, startOffset=32.0, endOffset=45.0}	2min	5fe5b1e71b70ab35f7ee610b29e1086d	OPEN
2026-02-06T18:03:36+0000	52.0	java:S1210	Software_1	15min	CODE_SMELL	COMPLETE		OPEN		MAIN	2f4f5731-62d8-4530-8801-b5a66c67bac7	MINOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Override ""equals(Object obj)"" to comply with the contract of the ""compareTo(T o)"" method."	2026-02-06T18:03:36+0000	false			Software_1:app/src/main/java/org/apache/roller/planet/pojos/Planet.java	false	{startLine=52.0, endLine=52.0, startOffset=15.0, endOffset=24.0}	15min	4012ce04c2f06660aab60ca78c2ac2e4	OPEN
2026-02-06T18:03:36+0000	49.0	java:S1948	Software_1	30min	CODE_SMELL	LOGICAL		OPEN		MAIN	9b44a1e6-3b78-4159-afb9-1677f814a53c	CRITICAL			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Make non-static ""planet"" transient or serializable."	2026-02-06T18:03:36+0000	false	"cwe / serialization / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/PlanetGroup.java	false	{startLine=49.0, endLine=49.0, startOffset=19.0, endOffset=25.0}	30min	6a21549fda7b4bbeee1f29a6571e8019	OPEN
2026-02-06T18:03:36+0000	66.0	java:S1210	Software_1	15min	CODE_SMELL	COMPLETE		OPEN		MAIN	14555ef0-1c8b-4016-8db7-633476b3d201	MINOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Override ""equals(Object obj)"" to comply with the contract of the ""compareTo(T o)"" method."	2026-02-06T18:03:36+0000	false			Software_1:app/src/main/java/org/apache/roller/planet/pojos/PlanetGroup.java	false	{startLine=66.0, endLine=66.0, startOffset=15.0, endOffset=24.0}	15min	48425a944d9205279456dd311180d1e3	OPEN
2026-02-06T18:03:36+0000	47.0	java:S1186	Software_1	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	077d2de5-25a6-4ccb-af7f-b7a46353fccf	CRITICAL			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.	2026-02-06T18:03:36+0000	true	"suspicious / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/Subscription.java	false	{startLine=47.0, endLine=47.0, startOffset=11.0, endOffset=23.0}	5min	0c2595e5fa63f59bd9238c69165a55a8	OPEN
2026-02-06T18:03:36+0000	174.0	java:S1144	Software_1	2min	CODE_SMELL	CLEAR		OPEN		MAIN	490d2f3e-9327-41c9-abea-a082a4dc55f9	MAJOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Remove this unused private ""setGroups"" method."	2026-02-06T18:03:36+0000	true	"unused / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/Subscription.java	false	{startLine=174.0, endLine=174.0, startOffset=17.0, endOffset=26.0}	2min	c70b52858ecadf268b8ce6c1cccd5476	OPEN
2026-02-06T18:03:36+0000	184.0	java:S1144	Software_1	2min	CODE_SMELL	CLEAR		OPEN		MAIN	1c613f1a-abeb-4e48-a328-8694b17ffeb1	MAJOR			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Remove this unused private ""setEntries"" method."	2026-02-06T18:03:36+0000	true	"unused / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/Subscription.java	false	{startLine=184.0, endLine=184.0, startOffset=17.0, endOffset=27.0}	2min	5a31ace665a63dc0d5cb81a6ac2c89a1	OPEN
2026-02-06T18:03:36+0000	216.0	java:S4144	Software_1	15min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=Software_1:app/src/main/java/org/apache/roller/planet/pojos/Subscription.java, textRange={startLine=133.0, endLine=133.0, startOffset=18.0, endOffset=28.0}, msg=original implementation, msgFormattings=[]}]} / "	MAIN	2e30a569-2289-4f26-aced-a9282aff1e57	MAJOR			false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Update this method so that its implementation is not identical to ""getSiteURL"" on line 133."	2026-02-06T18:03:36+0000	false	"confusing / duplicate / suspicious / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/Subscription.java	false	{startLine=216.0, endLine=216.0, startOffset=18.0, endOffset=24.0}	15min	ff213675a4d3f48d89b6617c40e3848b	OPEN
2026-02-06T18:03:36+0000	56.0	java:S1186	Software_1	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	341ec990-1b3e-48c1-a0d9-71436a7ac08c	CRITICAL			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.	2026-02-06T18:03:36+0000	true	"suspicious / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/SubscriptionEntry.java	false	{startLine=56.0, endLine=56.0, startOffset=11.0, endOffset=28.0}	5min	566387907940b493f331c7158ea3fe81	OPEN
2026-02-06T18:03:36+0000	251.0	java:S1135	Software_1	0min	CODE_SMELL	COMPLETE		OPEN		MAIN	40eefb38-ec50-46b9-a882-ae644d95bcdd	INFO			false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=INFO} / "	Complete the task associated to this TODO comment.	2026-02-06T18:03:36+0000	false	"cwe / "		Software_1:app/src/main/java/org/apache/roller/planet/pojos/SubscriptionEntry.java	false	{startLine=251.0, endLine=251.0, startOffset=0.0, endOffset=64.0}	0min	34ad59d655d839f14a389399201378ca	OPEN
